"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C02_001E","S1901_C02_001M","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C01_002E","S1901_C01_002M","S1901_C02_002E","S1901_C02_002M","S1901_C03_002E","S1901_C03_002M","S1901_C04_002E","S1901_C04_002M","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C03_003E","S1901_C03_003M","S1901_C04_003E","S1901_C04_003M","S1901_C01_004E","S1901_C01_004M","S1901_C02_004E","S1901_C02_004M","S1901_C03_004E","S1901_C03_004M","S1901_C04_004E","S1901_C04_004M","S1901_C01_005E","S1901_C01_005M","S1901_C02_005E","S1901_C02_005M","S1901_C03_005E","S1901_C03_005M","S1901_C04_005E","S1901_C04_005M","S1901_C01_006E","S1901_C01_006M","S1901_C02_006E","S1901_C02_006M","S1901_C03_006E","S1901_C03_006M","S1901_C04_006E","S1901_C04_006M","S1901_C01_007E","S1901_C01_007M","S1901_C02_007E","S1901_C02_007M","S1901_C03_007E","S1901_C03_007M","S1901_C04_007E","S1901_C04_007M","S1901_C01_008E","S1901_C01_008M","S1901_C02_008E","S1901_C02_008M","S1901_C03_008E","S1901_C03_008M","S1901_C04_008E","S1901_C04_008M","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010E","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C01_011E","S1901_C01_011M","S1901_C02_011E","S1901_C02_011M","S1901_C03_011E","S1901_C03_011M","S1901_C04_011E","S1901_C04_011M","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C03_012E","S1901_C03_012M","S1901_C04_012E","S1901_C04_012M","S1901_C01_013E","S1901_C01_013M","S1901_C02_013E","S1901_C02_013M","S1901_C03_013E","S1901_C03_013M","S1901_C04_013E","S1901_C04_013M","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C04_014M","S1901_C01_015E","S1901_C01_015M","S1901_C02_015E","S1901_C02_015M","S1901_C03_015E","S1901_C03_015M","S1901_C04_015E","S1901_C04_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M"
"8600000US85048","ZCTA5 85048","13339","309","9155","383","7375","376","4184","378","2.6","1.3","1.4","1.0","0.4","0.5","6.6","4.0","1.8","1.0","0.5","0.5","0.0","0.5","4.6","3.1","4.4","1.3","1.7","1.0","1.0","0.7","9.2","3.7","4.4","1.4","2.5","1.3","2.0","1.1","8.7","3.8","7.5","1.8","6.0","1.9","2.9","1.2","12.8","4.0","14.8","2.4","13.4","2.6","11.9","2.6","19.1","4.9","13.0","2.1","12.8","2.4","13.7","2.6","13.6","4.9","24.3","2.7","25.7","3.3","26.9","3.7","17.3","5.1","11.1","1.9","14.8","2.3","16.7","2.4","3.1","1.9","16.1","1.9","21.0","2.4","24.4","2.9","5.0","2.5","102494","4519","120130","4178","131662","5667","62821","8203","129409","7487","150236","10180","N","N","79848","11948","32.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.9","(X)"
"8600000US85050","ZCTA5 85050","11797","344","7819","414","6297","409","3978","369","2.2","0.8","1.2","1.0","0.2","0.3","4.3","1.8","3.1","1.3","1.8","1.3","0.9","0.8","7.1","3.3","6.3","1.7","3.5","1.3","2.2","1.1","13.3","4.4","3.9","1.2","3.8","1.3","4.3","1.6","4.1","2.1","11.4","2.0","9.4","2.5","8.9","2.9","14.1","3.7","14.3","2.2","11.7","2.5","9.2","2.5","19.1","4.9","14.1","2.2","14.3","2.4","12.4","2.6","13.0","4.7","20.9","2.1","23.8","2.6","25.9","2.7","15.6","4.1","9.0","1.6","10.7","2.2","12.0","2.4","5.0","2.3","14.7","1.8","19.7","2.4","24.1","3.0","4.3","2.3","89489","3929","110092","7705","124846","8161","59728","9537","124145","6678","148118","8936","N","N","73682","6674","31.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.5","(X)"
"8600000US85051","ZCTA5 85051","14978","383","9567","406","5589","396","5411","439","9.9","1.9","7.5","2.3","4.2","2.0","17.4","4.0","5.4","1.5","5.8","2.1","4.3","2.1","5.4","2.0","11.8","2.2","10.7","2.5","7.9","2.4","15.5","4.0","10.2","1.8","9.8","2.1","6.9","1.9","14.3","3.5","20.2","2.5","17.0","2.8","18.2","3.6","22.5","5.3","18.3","2.0","20.4","2.5","21.2","3.4","14.3","3.0","11.6","2.2","13.6","2.6","18.4","3.7","6.0","2.6","8.0","1.4","10.3","1.9","12.5","2.6","1.9","1.2","2.6","0.8","2.8","0.9","3.6","1.5","1.3","1.6","1.9","0.7","2.1","0.9","2.8","1.3","1.3","1.0","42080","1353","49172","3399","60634","6665","32984","3654","55572","2653","60046","3087","N","N","41181","4812","41.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.5","(X)"
"8600000US85053","ZCTA5 85053","11221","308","7102","375","4552","374","4119","344","6.8","1.8","4.1","1.7","2.7","2.0","13.6","4.3","3.9","1.4","2.5","1.8","2.3","2.1","7.7","3.1","8.3","2.4","6.5","2.7","3.8","2.5","13.2","3.9","12.9","2.2","11.5","2.6","7.4","3.2","16.7","4.3","14.9","2.6","12.2","2.6","12.1","3.1","17.9","4.5","22.2","3.3","25.4","4.4","28.8","5.2","14.4","3.4","13.6","2.1","16.2","2.7","15.7","3.6","8.7","2.6","11.4","2.1","14.8","3.1","19.2","4.3","3.6","1.6","3.7","1.1","4.6","1.5","6.2","2.0","1.8","1.3","2.3","1.4","2.2","1.4","1.8","1.2","2.3","2.7","53142","2796","62814","3601","70955","4739","33569","5033","64552","4012","71736","3963","N","N","48001","8167","29.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.9","(X)"
"8600000US85054","ZCTA5 85054","3649","313","1509","268","1112","226","2140","295","2.4","2.1","0.0","2.3","0.0","3.1","4.0","3.5","2.4","1.8","1.1","1.6","1.4","2.1","3.4","2.9","2.1","1.8","1.7","2.7","0.0","3.1","3.6","3.0","3.0","2.1","1.6","2.7","0.0","3.1","4.1","3.0","12.2","4.4","8.3","4.9","3.9","3.6","14.5","6.0","17.8","5.1","11.3","5.9","9.4","5.7","22.4","8.1","14.5","5.8","9.7","5.5","9.2","6.1","17.2","8.7","25.7","6.6","27.7","9.6","27.5","10.4","24.3","8.2","8.7","4.3","16.3","8.1","22.1","10.4","4.4","4.7","11.1","4.4","22.3","9.2","26.4","12.1","2.1","2.0","88867","12432","126039","17319","141474","37316","72660","9008","108304","10230","144509","19416","N","N","81634","9599","28.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.2","(X)"
"8600000US85083","ZCTA5 85083","6332","223","5397","246","4588","271","935","171","1.3","0.8","0.4","0.4","0.1","0.2","6.7","4.8","0.4","0.5","0.2","0.4","0.0","0.8","1.6","2.5","2.3","1.5","1.3","1.5","0.0","0.8","8.3","4.7","2.1","1.0","1.2","0.8","0.6","0.6","9.0","5.1","5.6","2.0","5.1","2.5","3.8","2.2","13.6","6.9","14.2","3.1","12.2","3.3","10.8","3.0","26.0","8.0","15.4","3.1","15.7","3.3","14.6","3.3","14.7","5.6","29.8","3.8","31.7","4.1","33.0","4.4","14.2","6.9","14.5","2.8","15.7","3.2","18.0","3.7","5.3","4.1","14.3","2.6","16.6","3.1","18.9","3.7","0.5","0.8","109750","10780","120904","7078","128453","5193","56477","8757","125619","6200","134570","7288","N","N","66247","7982","31.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.1","(X)"
"8600000US85085","ZCTA5 85085","8482","307","5539","294","4481","296","2943","363","3.0","1.2","2.2","1.6","0.5","0.6","6.5","2.9","0.9","0.7","0.2","0.4","0.3","0.5","2.2","2.0","2.0","0.8","3.1","1.7","1.2","1.0","2.9","2.0","7.2","2.2","5.5","2.3","4.4","2.1","10.6","5.6","13.7","3.1","5.3","2.2","4.0","1.7","25.4","6.3","16.5","2.3","14.3","2.7","13.1","2.8","20.5","5.4","13.1","2.5","11.3","2.7","11.6","3.1","16.1","5.4","19.3","2.5","24.4","3.7","26.0","4.3","10.1","3.3","11.4","2.3","15.6","3.4","18.0","3.9","2.6","2.2","12.9","2.4","18.1","3.2","21.0","3.7","3.1","2.7","87058","6317","115175","13084","130011","7866","52103","5841","113618","8111","137995","12074","N","N","64957","6248","25.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.3","(X)"
"8600000US85086","ZCTA5 85086","14642","466","11363","569","9840","553","3279","471","2.5","1.0","1.3","0.6","1.1","0.6","6.7","3.6","1.2","0.8","1.1","1.0","1.1","1.1","1.7","1.5","3.4","1.0","1.6","0.9","0.9","0.6","9.9","3.4","4.9","1.5","3.6","1.4","3.2","1.4","9.1","4.2","10.8","2.0","9.0","2.0","8.3","2.2","20.0","5.8","14.6","1.9","13.9","1.9","12.9","2.0","17.3","5.0","12.5","2.3","13.0","2.7","12.2","3.0","12.5","4.6","25.4","2.9","28.3","3.4","29.9","3.6","14.3","5.5","11.7","2.0","14.1","2.3","15.0","2.6","1.7","1.6","12.9","2.4","14.1","2.6","15.5","3.0","6.9","4.2","99982","4151","110349","7339","116506","4540","54018","15777","124158","8282","136678","10365","N","N","74535","8499","31.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.3","(X)"
"8600000US85140","ZCTA5 85140","13971","525","10428","638","8856","608","3543","482","5.2","1.9","2.8","1.8","0.5","0.5","14.9","6.8","1.5","0.7","1.1","0.8","0.9","0.8","2.7","1.9","7.7","2.6","2.3","1.3","2.0","1.2","21.1","8.0","6.0","1.7","6.9","2.1","4.6","1.8","8.1","4.3","11.0","2.2","10.6","2.4","10.3","2.5","12.4","5.1","22.0","2.9","23.0","3.8","23.4","3.9","19.3","6.3","16.7","2.6","19.7","3.3","20.3","3.3","11.0","5.6","18.6","2.7","20.2","3.6","23.0","4.1","8.2","5.8","6.3","2.0","7.3","2.5","7.9","2.9","1.0","1.4","4.9","1.6","6.1","2.1","7.2","2.5","1.3","2.1","69648","4175","77012","4183","85031","6417","38108","11897","81287","3596","90397","4436","N","N","48204","8036","41.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","43.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.0","(X)"
"8600000US85201","ZCTA5 85201","19560","460","10526","479","6303","468","9034","515","8.1","1.5","6.4","1.7","1.4","1.1","12.0","2.7","6.9","1.2","6.5","1.7","4.9","1.9","8.5","1.8","14.4","1.8","10.7","2.3","6.0","2.1","18.8","2.9","16.5","1.9","16.4","2.9","15.1","3.1","17.7","2.9","17.5","2.3","16.8","3.1","18.1","4.2","17.9","3.0","18.8","2.5","19.2","3.7","21.5","4.4","16.2","2.4","9.6","1.4","12.6","2.1","15.8","2.8","5.7","1.6","5.6","1.0","7.7","1.7","12.2","2.8","2.3","1.0","1.4","0.5","2.0","0.8","2.2","1.0","0.6","0.5","1.2","0.6","1.7","1.0","2.9","1.6","0.4","0.4","38180","2359","44502","3472","52388","4219","31324","1404","48816","2230","55786","3265","68009","5637","37767","2241","34.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.8","(X)"
"8600000US85202","ZCTA5 85202","15762","379","8620","418","5571","356","7142","410","6.2","1.3","3.3","1.3","1.0","0.6","11.1","2.7","5.0","1.1","2.9","1.5","0.9","0.8","7.2","2.0","10.4","2.0","9.0","2.3","3.3","1.8","13.2","3.1","12.4","1.9","8.9","2.2","5.9","1.9","17.8","3.5","17.4","2.1","14.6","2.4","14.0","2.9","20.6","3.5","19.0","2.0","20.4","2.1","20.2","3.0","17.3","3.4","11.4","1.7","14.1","2.5","18.5","3.6","5.8","1.5","11.3","1.2","17.0","2.1","22.8","3.0","4.2","1.3","3.7","0.9","5.5","1.5","8.0","2.2","1.3","0.8","3.1","0.7","4.2","1.0","5.5","1.4","1.4","1.1","48465","2712","62840","3817","79288","3415","35329","2580","65907","3645","79850","5193","93547","5157","46242","4886","29.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.5","(X)"
"8600000US85203","ZCTA5 85203","12567","316","8773","377","5776","348","3794","347","5.7","1.5","5.9","1.6","1.4","0.9","10.5","3.8","3.3","1.0","3.4","1.5","2.4","1.5","5.0","1.9","9.6","1.8","7.3","1.9","5.1","1.9","15.8","3.9","12.9","1.5","9.3","1.7","7.9","2.2","20.3","3.6","17.5","2.0","14.6","2.2","12.5","2.7","19.1","4.2","18.0","2.4","20.7","2.7","20.0","3.2","13.7","3.4","10.6","1.8","11.9","2.2","15.2","3.0","7.2","2.6","13.2","1.8","15.8","2.2","20.7","3.0","5.8","2.7","5.7","1.1","6.7","1.5","9.2","2.3","1.4","0.9","3.5","0.9","4.4","1.1","5.6","1.4","1.3","1.6","50953","2274","61653","3656","76568","7208","34398","2449","71233","2951","78826","3601","93094","4968","47936","6804","36.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.4","(X)"
"8600000US85204","ZCTA5 85204","22177","437","14753","494","9810","486","7424","514","7.1","1.3","6.1","1.5","2.3","1.0","10.6","2.8","4.8","0.9","3.1","0.9","1.5","0.8","9.0","2.1","10.0","1.2","9.4","1.6","8.0","2.1","14.4","2.7","12.0","1.5","11.0","1.7","10.5","2.0","13.9","3.2","15.4","2.0","13.5","1.7","11.3","2.1","18.3","4.0","22.0","1.8","24.3","2.2","25.8","2.7","16.9","3.0","13.2","1.4","15.4","1.8","19.4","2.7","8.5","1.9","10.9","1.4","12.2","1.7","14.5","2.2","6.0","2.1","3.2","0.8","3.5","1.0","4.3","1.4","2.0","1.0","1.2","0.4","1.5","0.5","2.3","0.8","0.4","0.4","50801","2803","56559","1515","64153","4503","37348","4901","60975","2321","65863","2829","N","N","46373","3391","40.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","41.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.5","(X)"
"8600000US85205","ZCTA5 85205","17300","428","10676","421","8045","422","6624","467","6.5","1.4","5.1","1.5","3.5","1.5","9.1","2.4","4.4","0.9","1.1","0.6","1.3","0.7","9.7","2.3","12.5","1.8","6.5","1.7","4.4","1.6","22.3","3.5","9.3","1.4","6.7","1.4","5.8","1.5","14.3","2.9","15.1","2.1","15.3","2.5","12.5","2.3","16.0","3.0","18.6","2.2","21.3","2.6","21.6","2.9","14.1","3.3","12.0","1.5","15.3","2.3","18.1","2.9","6.4","1.8","11.3","1.5","14.5","1.9","16.4","2.2","5.3","1.8","4.5","0.9","5.5","1.1","6.4","1.4","1.8","1.2","5.8","1.1","8.6","1.8","10.0","2.1","0.9","0.7","52936","2033","67437","3085","76526","4637","31250","2425","71988","3267","88164","4593","N","N","43105","3629","35.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.1","(X)"
"8600000US85206","ZCTA5 85206","15388","393","8939","411","6737","420","6449","462","6.1","1.2","3.9","1.4","1.9","1.0","10.0","2.6","3.3","0.9","1.5","0.8","0.8","0.6","6.3","1.6","12.8","1.7","6.9","2.2","5.2","2.0","22.1","3.4","11.1","1.5","8.8","2.0","7.6","1.9","15.5","2.8","16.1","2.0","15.0","2.3","13.1","2.5","18.0","3.1","21.5","2.4","27.1","3.1","28.4","3.6","13.3","3.2","10.8","1.5","13.2","2.1","16.3","2.5","5.1","1.9","12.2","1.6","15.1","2.3","16.7","2.7","6.6","2.0","3.9","1.1","5.7","1.6","7.4","2.2","1.4","1.0","2.4","0.9","2.8","1.1","2.6","1.1","1.8","1.2","50741","2226","61366","2384","68166","2742","32027","2160","67774","5443","78313","7279","N","N","49643","6423","32.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.8","(X)"
"8600000US85207","ZCTA5 85207","17981","341","13163","364","10711","377","4818","351","4.5","0.9","3.3","1.0","1.5","0.6","9.8","2.6","3.4","0.8","2.5","0.9","1.5","0.8","6.8","2.7","7.8","1.0","4.8","1.0","3.7","1.1","16.5","2.8","8.0","1.3","5.5","1.4","4.1","1.2","15.3","3.1","11.1","1.6","9.6","1.9","8.5","1.9","13.6","3.2","18.6","1.9","18.4","2.4","17.9","2.6","18.0","3.0","11.3","1.4","13.7","1.8","14.1","1.9","5.7","2.0","18.1","1.6","21.6","2.0","24.7","2.4","6.9","2.2","9.2","1.4","11.5","1.9","13.7","2.2","2.6","1.2","8.1","1.3","9.2","1.6","10.4","1.8","4.7","1.9","70213","3018","85137","5938","97273","4805","36065","2910","94385","4145","106301","4983","N","N","57410","5438","32.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.4","(X)"
"8600000US85208","ZCTA5 85208","14861","493","9601","447","7118","487","5260","379","6.6","1.3","3.9","1.3","2.5","0.8","12.5","2.7","3.7","1.0","1.7","0.9","1.6","1.1","7.5","2.0","12.1","1.8","7.7","1.9","5.8","2.1","21.0","3.4","9.5","1.4","8.0","1.5","7.1","1.9","13.0","3.0","18.0","1.9","17.5","2.3","16.1","2.6","18.8","3.4","20.3","2.1","24.5","2.7","23.8","2.8","14.9","3.3","12.5","1.8","14.1","2.4","17.1","2.9","6.2","2.5","12.5","2.0","16.0","2.9","18.1","3.4","5.1","2.0","2.5","0.9","3.7","1.4","4.6","1.7","0.4","0.4","2.2","0.8","2.8","1.1","3.2","1.4","0.6","0.5","50092","2134","60092","3121","66757","5234","30713","2450","63716","3626","74445","4748","N","N","40180","3521","42.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","41.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.8","(X)"
"8600000US85209","ZCTA5 85209","15916","351","11414","376","9206","400","4502","342","4.0","0.9","2.8","1.0","1.8","0.7","7.3","1.8","3.1","0.8","2.0","0.9","1.4","0.7","7.5","2.3","7.1","1.0","5.8","1.2","4.4","1.2","11.0","2.4","9.6","1.3","7.9","1.6","6.7","1.6","15.8","3.0","14.6","1.5","12.9","1.8","11.7","1.9","19.9","3.1","22.3","2.0","21.8","2.6","22.4","2.7","22.8","3.6","13.9","1.9","16.2","2.5","16.8","2.7","7.7","1.8","16.1","1.9","19.0","2.4","20.9","2.7","6.1","2.1","4.7","1.0","5.7","1.2","6.7","1.5","1.1","0.8","4.6","0.8","5.8","1.1","7.1","1.3","0.9","0.8","61619","1912","72168","4005","77131","4993","40000","2570","78263","3644","86930","4715","N","N","49733","3494","39.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.9","(X)"
"8600000US85210","ZCTA5 85210","14558","415","8842","421","5252","384","5716","393","7.4","1.3","5.3","1.6","1.4","0.9","13.3","2.5","7.9","1.6","6.1","1.8","3.9","1.7","11.8","3.0","14.0","2.0","12.8","2.6","8.8","3.5","16.8","2.8","15.0","2.1","13.9","2.6","12.3","3.3","16.2","3.5","15.8","2.1","15.1","2.2","13.8","2.9","17.1","3.2","18.3","2.5","20.5","3.4","24.1","4.7","14.3","3.0","9.1","1.6","10.5","2.0","13.6","2.8","5.5","1.8","8.9","1.5","10.6","2.2","14.3","3.2","4.5","1.8","2.1","0.7","2.8","1.2","4.7","1.9","0.3","0.3","1.5","0.6","2.5","1.0","3.1","1.6","0.1","0.1","40811","1878","46006","3639","57978","4461","30417","2399","53031","2445","60372","3833","73651","5572","37315","2407","37.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.4","(X)"
"8600000US85212","ZCTA5 85212","9944","336","8407","374","7085","382","1537","285","2.7","1.0","2.1","1.1","1.8","1.0","5.9","3.3","1.2","0.8","1.2","0.9","0.2","0.3","1.7","1.4","2.6","0.8","1.6","0.8","1.3","0.7","8.2","3.3","5.4","1.7","4.0","1.7","3.2","1.4","13.0","5.8","8.7","2.0","9.4","2.2","8.6","2.4","9.7","5.0","18.4","2.8","16.9","2.8","15.3","2.8","26.9","8.4","15.5","2.3","16.0","2.5","16.3","2.9","14.1","5.2","24.5","2.6","25.7","2.9","27.2","3.2","15.9","6.0","13.3","2.1","14.2","2.4","16.5","2.8","3.4","3.6","7.7","2.0","8.9","2.3","9.6","2.5","1.2","1.6","89325","7472","97107","6562","105202","5216","59049","4710","108466","6898","114534","7628","N","N","65792","7266","39.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","43.1","(X)"
"8600000US85213","ZCTA5 85213","12594","328","9288","338","7424","338","3306","338","5.3","1.4","3.6","1.1","3.4","1.2","10.5","3.5","3.5","1.3","2.0","1.2","1.3","1.1","8.0","3.1","7.8","1.5","6.0","1.8","3.3","1.5","14.8","4.3","8.7","1.8","8.1","1.9","4.9","1.7","12.9","3.9","13.1","1.9","10.8","1.8","10.1","1.9","19.8","4.6","16.7","1.9","18.5","2.0","16.8","2.2","13.8","3.2","12.0","2.0","12.8","2.1","14.2","2.2","7.2","3.7","15.8","1.7","16.8","2.2","19.6","2.7","8.4","3.0","9.0","1.3","11.6","1.7","14.1","2.1","1.2","0.8","8.1","1.5","9.8","1.8","12.2","2.2","3.3","1.9","65278","4360","76796","4564","87711","7110","38273","4425","92463","5586","103705","6624","N","N","55488","6598","32.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.4","(X)"
"8600000US85215","ZCTA5 85215","7425","273","4903","248","4194","231","2522","255","4.7","1.2","2.8","0.9","2.6","1.0","9.4","3.0","2.2","0.8","0.9","0.6","1.0","0.7","4.8","1.9","8.5","1.9","5.7","2.2","5.0","2.4","14.2","4.3","6.4","1.2","3.8","1.2","3.3","1.2","11.5","3.6","12.2","2.6","9.4","2.2","7.6","2.2","17.2","5.3","19.5","2.8","20.1","3.5","19.3","3.6","19.9","4.9","12.6","2.0","15.9","2.8","16.3","3.1","6.5","3.1","18.3","2.6","21.3","3.0","22.5","3.6","10.2","4.5","8.1","2.3","9.4","2.4","10.9","2.8","4.6","4.0","7.6","1.8","10.6","2.6","11.5","2.8","1.7","1.2","70715","3532","85513","8174","91259","3488","42087","4372","97216","7692","115749","11533","N","N","58363","7624","34.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.2","(X)"
"8600000US85224","ZCTA5 85224","16856","337","10602","396","7384","378","6254","453","3.8","1.2","3.4","1.4","0.4","0.3","4.8","2.0","2.1","0.8","1.1","0.8","1.3","1.1","4.0","1.8","5.2","1.2","3.2","1.1","2.0","1.3","9.0","2.7","9.5","1.7","6.8","1.7","6.3","1.9","14.6","3.4","12.4","1.6","10.7","2.1","8.5","2.1","15.8","3.2","20.9","2.1","19.6","2.7","18.1","3.0","24.0","3.8","14.1","1.6","15.5","2.0","16.7","2.6","11.5","2.5","20.8","1.9","26.2","2.7","30.5","3.2","11.2","2.3","6.6","1.2","8.0","1.7","9.9","2.2","2.3","0.9","4.7","1.0","5.4","1.3","6.4","1.4","2.8","1.7","69846","3072","83738","3620","95411","4771","51883","3823","86711","4595","97235","6271","N","N","64145","4886","29.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.2","(X)"
"8600000US85225","ZCTA5 85225","25231","428","16037","514","10760","469","9194","513","5.9","1.0","3.6","1.1","1.5","0.8","11.1","2.2","3.6","0.9","2.4","0.9","0.4","0.3","6.0","1.9","8.5","1.3","6.6","1.3","4.3","1.2","11.4","2.6","9.3","1.3","8.1","1.4","5.8","1.7","12.8","2.4","13.4","1.4","12.3","2.0","9.9","2.0","16.4","2.2","20.0","1.7","20.0","2.1","19.5","2.4","19.1","2.9","14.5","1.4","16.1","1.7","18.9","2.1","11.4","2.6","15.4","1.2","18.8","1.9","22.9","2.4","7.7","1.7","5.0","0.8","7.1","1.1","9.6","1.6","1.4","0.8","4.3","0.8","5.0","1.1","7.2","1.6","2.7","1.1","61078","2316","70418","3513","86187","3883","43021","2931","75763","2951","84935","3858","100321","5586","56231","4187","37.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.3","(X)"
"8600000US85226","ZCTA5 85226","14291","302","9933","428","7537","381","4358","439","1.9","0.7","1.4","1.0","0.4","0.5","3.0","1.4","1.6","1.0","0.9","0.9","0.4","0.6","3.2","2.4","4.7","1.3","3.7","1.6","1.2","0.7","8.0","2.8","5.2","1.4","3.5","1.3","2.6","1.0","9.1","3.5","10.5","1.8","8.4","1.8","6.9","1.9","17.9","5.0","18.9","2.3","16.4","2.0","15.3","2.2","24.8","4.7","15.9","2.4","16.6","2.6","15.6","2.8","15.1","4.6","21.9","2.8","25.2","3.4","29.3","3.8","13.1","3.7","10.2","1.6","13.5","2.1","15.2","2.7","3.7","1.9","9.3","1.6","10.5","2.1","13.0","2.7","2.2","1.3","85308","4211","98401","6481","114780","6319","57245","7268","103515","4386","115421","5356","N","N","68987","5365","30.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.8","(X)"
